Year,City,Sport,Athlete,Country,Medal
[1908, LONDON, Football, HARDMAN Harold Payne, GBR, gold]
[1908, LONDON, Football, HAWKES Robert Murray, GBR, gold]
[1908, LONDON, Football, HUNT Kenneth Reginald Gunnery, GBR, gold]
[1908, LONDON, Football, PURNELL Clyde Honeysett, GBR, gold]
[1908, LONDON, Football, SMITH Herbert, GBR, gold]
[1908, LONDON, Football, STAPLEY Henry, GBR, gold]
[1908, LONDON, Football, WOODWARD Vivian John, GBR, gold]
[1908, LONDON, Football, BOHR Harald August, DEN, silver]
[1908, LONDON, Football, BUCHWALD Charles, DEN, silver]
[1908, LONDON, Football, DRESCHER Ludwig, DEN, silver]
[1908, LONDON, Football, HANSEN Harald, DEN, silver]
[1908, LONDON, Football, LINDGREEN August Ludwig, DEN, silver]
[1908, LONDON, Football, MIDDELBOE Christian, DEN, silver]
[1908, LONDON, Football, MIDDELBOE Niels, DEN, silver]
[1908, LONDON, Football, NIELSEN Niels Oscar, DEN, silver]
[1908, LONDON, Football, NIELSEN Sofus Erhard, DEN, silver]
[1908, LONDON, Football, RASMUSSEN Björn Vilhelm Ravn, DEN, silver]
[1908, LONDON, Football, WOLFHAGEN Vilhelm, DEN, silver]
[1908, LONDON, Gymnastics, SEGURA B. Louis, FRA, bronze]
[1908, LONDON, Gymnastics, BRAGLIA G. Alberto, ITA, gold]
[1908, LONDON, Gymnastics, TYSAL S.W., GBR, silver]
[1908, LONDON, Gymnastics, FORSSTRÖM Eino Vilho, FIN, bronze]
[1908, LONDON, Gymnastics, GRANSTRÖM Otto, FIN, bronze]
[1908, LONDON, Gymnastics, KEMP Johan Valdemar, FIN, bronze]
[1908, LONDON, Gymnastics, KYYKOSKI Livara, FIN, bronze]
[1908, LONDON, Gymnastics, LEHMUSTO Heikki, FIN, bronze]
[1908, LONDON, Gymnastics, LINDROTH Johan, FIN, bronze]
[1908, LONDON, Gymnastics, LINKO Yrjö, FIN, bronze]
[1908, LONDON, Gymnastics, LINNA Edvard, FIN, bronze]
[1908, LONDON, Gymnastics, MARKKANEN Matti, FIN, bronze]
[1908, LONDON, Gymnastics, MIKKOLAINEN Kaasrlo Eino, FIN, bronze]
[1908, LONDON, Gymnastics, NIEMINEN Veli Heikki, FIN, bronze]
[1908, LONDON, Gymnastics, PAASIA Kaarlo Kustaa, FIN, bronze]
[1908, LONDON, Gymnastics, POHJANPÄÄ Arvi, FIN, bronze]
[1908, LONDON, Gymnastics, POHJONEN Aarne, FIN, bronze]
[1908, LONDON, Gymnastics, RAILIO Eino, FIN, bronze]
[1908, LONDON, Gymnastics, RÜPINEN H.A., FIN, bronze]
[1908, LONDON, Gymnastics, SAARINEN Arno, FIN, bronze]
[1908, LONDON, Gymnastics, SAHLSTEIN Einar Werner, FIN, bronze]
[1908, LONDON, Gymnastics, SALOVAARA Aarne, FIN, bronze]
[1908, LONDON, Gymnastics, SANDELIN Karl Viktor Torsten, FIN, bronze]
[1908, LONDON, Gymnastics, SIPILÄ Eljas E., FIN, bronze]
[1908, LONDON, Gymnastics, SMEDS Viktor, FIN, bronze]
[1908, LONDON, Gymnastics, SOINIO Kaarlo Kyösti, FIN, bronze]
[1908, LONDON, Gymnastics, STENBERG Kurt Enoch, FIN, bronze]
[1908, LONDON, Gymnastics, WEGELIUS Karl Magnus, FIN, bronze]
[1908, LONDON, Gymnastics, ANDERSSON T., SWE, gold]
[1908, LONDON, Gymnastics, ASBRINK Gosta, SWE, gold]
[1908, LONDON, Gymnastics, BERGMAN C., SWE, gold]
[1908, LONDON, Gymnastics, BERTILSSON Per Daniel, SWE, gold]
[1908, LONDON, Gymnastics, CARLBERG G. Vilhelm, SWE, gold]
[1908, LONDON, Gymnastics, CEDERCRONA Hjalmar Axel Ritz, SWE, gold]
[1908, LONDON, Gymnastics, CERVIN Andreas, SWE, gold]
[1908, LONDON, Gymnastics, DEGERMARK Rudolf, SWE, gold]
[1908, LONDON, Gymnastics, ERIKSSON C., SWE, gold]
[1908, LONDON, Gymnastics, FOLCKER Carl Wilhelm, SWE, gold]
[1908, LONDON, Gymnastics, FORSSEN S., SWE, gold]
[1908, LONDON, Gymnastics, FORSSMAN Sven, SWE, gold]
[1908, LONDON, Gymnastics, GEIDEL F., SWE, gold]
[1908, LONDON, Gymnastics, GRANFELT Erik, SWE, gold]
[1908, LONDON, Gymnastics, HARLEMANN Carl, SWE, gold]
[1908, LONDON, Gymnastics, HELLSTEN Nils Erik, SWE, gold]
[1908, LONDON, Gymnastics, HÖJER Gunnar, SWE, gold]
[1908, LONDON, Gymnastics, HOLMBERG Arvid, SWE, gold]
[1908, LONDON, Gymnastics, HOLMBERG Carl, SWE, gold]
[1908, LONDON, Gymnastics, HOLMBERG Osvald, SWE, gold]
[1908, LONDON, Gymnastics, JAHNKE Hugo, SWE, gold]
[1908, LONDON, Gymnastics, JANSSON O., SWE, gold]
[1908, LONDON, Gymnastics, JARTEN Johan, SWE, gold]
[1908, LONDON, Gymnastics, JOHNSSON Gustag, SWE, gold]
[1908, LONDON, Gymnastics, JOHNSSON Rolf, SWE, gold]
[1908, LONDON, Gymnastics, JONSSON H., SWE, gold]
[1908, LONDON, Gymnastics, KANTZOW Nils, SWE, gold]
[1908, LONDON, Gymnastics, KIRISTEN L., SWE, gold]
[1908, LONDON, Gymnastics, KJELLEN L., SWE, gold]
[1908, LONDON, Gymnastics, LANDBERG Sven, SWE, gold]
[1908, LONDON, Gymnastics, LANNER Olle, SWE, gold]
[1908, LONDON, Gymnastics, LJUNG Axel, SWE, gold]
[1908, LONDON, Gymnastics, MOBERG Osvald, SWE, gold]
[1908, LONDON, Gymnastics, MÖLLER J., SWE, gold]
[1908, LONDON, Gymnastics, NILSSON Per Einar, SWE, gold]
[1908, LONDON, Gymnastics, NORBERG D., SWE, gold]
[1908, LONDON, Gymnastics, NORBERG Eric, SWE, gold]
[1908, LONDON, Gymnastics, NORBERG Thomas, SWE, gold]
[1908, LONDON, Gymnastics, NORLING Axel, SWE, gold]
[1908, LONDON, Gymnastics, NORLING Lars Daniel, SWE, gold]
[1908, LONDON, Gymnastics, OLSEN G., SWE, gold]
[1908, LONDON, Gymnastics, PETTERSON Leonard, SWE, gold]
[1908, LONDON, Gymnastics, RASSANDER H., SWE, gold]
[1908, LONDON, Gymnastics, ROSEN Sven, SWE, gold]
[1908, LONDON, Gymnastics, ROSENQUIST Gustaf, SWE, gold]
[1908, LONDON, Gymnastics, RYDIN C., SWE, gold]
[1908, LONDON, Gymnastics, SANDBERG S., SWE, gold]
[1908, LONDON, Gymnastics, SEGER Albert, SWE, gold]
[1908, LONDON, Gymnastics, SEGER Alex, SWE, gold]
[1908, LONDON, Gymnastics, SILFVERSTRAND Carl, SWE, gold]
[1908, LONDON, Gymnastics, SJÖBLOM Axel, SWE, gold]
[1908, LONDON, Gymnastics, SÖRVIK Birger, SWE, gold]
[1908, LONDON, Gymnastics, SÖRVIK Haakon, SWE, gold]
[1908, LONDON, Gymnastics, STIERNSPETZ Yngve, SWE, gold]
[1908, LONDON, Gymnastics, SVENSSON Karl Johan, SWE, gold]
[1908, LONDON, Gymnastics, VINGQVIST Karl Gustaf, SWE, gold]
[1908, LONDON, Gymnastics, WIDELL F., SWE, gold]
[1908, LONDON, Gymnastics, WIEKMAN G., SWE, gold]
[1908, LONDON, Gymnastics, WIMAN David, SWE, gold]
[1908, LONDON, Gymnastics, AMUNDSEN Arthur M., NOR, silver]
[1908, LONDON, Gymnastics, ANDERSEN Carl Albert, NOR, silver]
[1908, LONDON, Gymnastics, AUTHEN Otto F., NOR, silver]
[1908, LONDON, Gymnastics, BERSEN P.A., NOR, silver]
[1908, LONDON, Gymnastics, BOHNE Hermann, NOR, silver]
[1908, LONDON, Gymnastics, BOYESEN Trygve Carlsen, NOR, silver]
[1908, LONDON, Gymnastics, BYE Oscar Wilhelm, NOR, silver]
[1908, LONDON, Gymnastics, CARLSRUD Conrad M., NOR, silver]
[1908, LONDON, Gymnastics, ENGEBRETSEN Eugene, NOR, silver]
[1908, LONDON, Gymnastics, FORSTENSEN J., NOR, silver]
[1908, LONDON, Gymnastics, GRÖNER Sverre, NOR, silver]
[1908, LONDON, Gymnastics, HALVORSEN Harald, NOR, silver]
[1908, LONDON, Gymnastics, HANSEN Harald, NOR, silver]
[1908, LONDON, Gymnastics, HOL Peter, NOR, silver]
[1908, LONDON, Gymnastics, IVERSEN Ole, NOR, silver]
[1908, LONDON, Gymnastics, JESPERSEN Per Mathias, NOR, silver]
[1908, LONDON, Gymnastics, JOHANESSEN Sigurd Erhardt A., NOR, silver]
[1908, LONDON, Gymnastics, KIOER Nicolai, NOR, silver]
[1908, LONDON, Gymnastics, KLAETH Carl, NOR, silver]
[1908, LONDON, Gymnastics, LARSEN Thor, NOR, silver]
[1908, LONDON, Gymnastics, LEFDAHL Rolf, NOR, silver]
[1908, LONDON, Gymnastics, LEM Hans Schumann, NOR, silver]
[1908, LONDON, Gymnastics, MOEN Anders, NOR, silver]
[1908, LONDON, Gymnastics, OLSEN Fritjof, NOR, silver]
[1908, LONDON, Gymnastics, PEDERSEN Carl Alfred, NOR, silver]
[1908, LONDON, Gymnastics, PEDERSEN Paul, NOR, silver]
[1908, LONDON, Gymnastics, SALVESEN B., NOR, silver]
[1908, LONDON, Gymnastics, SIVERTSEN Sigvard, NOR, silver]
[1908, LONDON, Gymnastics, SKRATAAS Johan, NOR, silver]
[1908, LONDON, Gymnastics, SMEVIK Harald, NOR, silver]
[1908, LONDON, Gymnastics, STRAND Andreas, NOR, silver]
[1908, LONDON, Gymnastics, SYVERTSEN Olaf, NOR, silver]
[1908, LONDON, Hockey, BAILLON Louischarles, GBR, gold]
[1908, LONDON, Hockey, FREEMAN Harry Scott, GBR, gold]
[1908, LONDON, Hockey, GREEN Eric Hubert, GBR, gold]
[1908, LONDON, Hockey, LOGAN Gerald, GBR, gold]
[1908, LONDON, Hockey, NOBLE Alan H., GBR, gold]
[1908, LONDON, Hockey, PAGE Edgar Wells, GBR, gold]
[1908, LONDON, Hockey, PRIDMORE Reginald Geoge, GBR, gold]
[1908, LONDON, Hockey, REES Percy Montague, GBR, gold]
[1908, LONDON, Hockey, ROBINSON John Yate, GBR, gold]
[1908, LONDON, Hockey, SHOVELLER Stanley Howard, GBR, gold]
[1908, LONDON, Hockey, WOOD Harvey Jesse, GBR, gold]
[1908, LONDON, Hockey, ALLMAN-SMITH Eric Percival, GBR, silver]
[1908, LONDON, Hockey, BROWN Henry Joseph, GBR, silver]
[1908, LONDON, Hockey, CAMPBELL Walter Islay, GBR, silver]
[1908, LONDON, Hockey, GRAHAM William Ernest, GBR, silver]
[1908, LONDON, Hockey, GREGG Richard George, GBR, silver]
[1908, LONDON, Hockey, HOLMES Edgar Peter C., GBR, silver]
[1908, LONDON, Hockey, KENNEDY Robert L., GBR, silver]
[1908, LONDON, Hockey, MURPHY Henry Lawson, GBR, silver]
[1908, LONDON, Hockey, PETERSON Walter E., GBR, silver]
[1908, LONDON, Hockey, POWER Charles F., GBR, silver]
[1908, LONDON, Hockey, ROBINSON Frank L., GBR, silver]
[1908, LONDON, Jeu de paume, LYTTON Neville Stephen, GBR, bronze]
[1908, LONDON, Jeu de paume, GOULD Jay, USA, gold]
[1908, LONDON, Jeu de paume, MILES Eustace Hamilton, GBR, silver]
[1908, LONDON, Lacrosse, BRENNAN Patrick, CAN, gold]
[1908, LONDON, Lacrosse, BRODERICK John, CAN, gold]
[1908, LONDON, Lacrosse, CAMPBELL George H., CAN, gold]
[1908, LONDON, Lacrosse, DILLON Angus F., CAN, gold]
[1908, LONDON, Lacrosse, DIXON Frank J., CAN, gold]
[1908, LONDON, Lacrosse, DUCKETT Richard Louis, CAN, gold]
[1908, LONDON, Lacrosse, FYON J., CAN, gold]
[1908, LONDON, Lacrosse, GORMAN Thomas Patrick, CAN, gold]
[1908, LONDON, Lacrosse, HAMILTON Ernest, CAN, gold]
[1908, LONDON, Lacrosse, HOOBIN Henry Frank, CAN, gold]
[1908, LONDON, Lacrosse, MARA A., CAN, gold]
[1908, LONDON, Lacrosse, MCKERROW Clarence D., CAN, gold]
[1908, LONDON, Lacrosse, MCLEOD D., CAN, gold]
[1908, LONDON, Lacrosse, RENNIE George H., CAN, gold]
[1908, LONDON, Lacrosse, TURNBULL Alexander T., CAN, gold]
[1908, LONDON, Lacrosse, ALEXANDER Gustav Bernhard, GBR, silver]
[1908, LONDON, Lacrosse, ALEXANDER J., GBR, silver]
[1908, LONDON, Lacrosse, BLOCKEY L., GBR, silver]
[1908, LONDON, Lacrosse, BUCKLAND Gerald Frederick, GBR, silver]
[1908, LONDON, Lacrosse, DUTTON E.O., GBR, silver]
[1908, LONDON, Lacrosse, GILBEY V.G., GBR, silver]
[1908, LONDON, Lacrosse, HAYES S.N., GBR, silver]
[1908, LONDON, Lacrosse, JOHNSON F.S., GBR, silver]
[1908, LONDON, Lacrosse, JOHNSON William Athelstan, GBR, silver]
[1908, LONDON, Lacrosse, JONES Edward Percy, GBR, silver]
[1908, LONDON, Lacrosse, MARTIN R.G.W., GBR, silver]
[1908, LONDON, Lacrosse, MASON G., GBR, silver]
[1908, LONDON, Lacrosse, MASON G.J., GBR, silver]
[1908, LONDON, Lacrosse, PARKER-SMITH J., GBR, silver]
[1908, LONDON, Lacrosse, RAMSEY H.W., GBR, silver]
[1908, LONDON, Lacrosse, SCOTT Charles Hubert, GBR, silver]
[1908, LONDON, Lacrosse, SHORROCKS H., GBR, silver]
[1908, LONDON, Lacrosse, WHITLEY Normnan Henry Pownall, GBR, silver]
[1908, LONDON, Polo, MILLER Charles Darley, GBR, gold]
[1908, LONDON, Polo, MILLER George Arthur, GBR, gold]
[1908, LONDON, Polo, NICKALLS Patteson Wormesley, GBR, gold]
[1908, LONDON, Polo, WILSON Herbert Haydon, GBR, gold]
[1908, LONDON, Polo, BUCKMASTER Walter Selby, GBR, silver]
[1908, LONDON, Polo, FREAKE Frederick Maitland, GBR, silver]
[1908, LONDON, Polo, HARDRESS Lloyd, GBR, silver]
[1908, LONDON, Polo, JONES Walter John Henry, GBR, silver]
[1908, LONDON, Polo, MCCANN John Paul, GBR, silver]
[1908, LONDON, Polo, O'REILLY Percy Philip, GBR, silver]
[1908, LONDON, Polo, ROTHERHAM Anthony Morgan, GBR, silver]
[1908, LONDON, Polo, WODEHOUSE John, GBR, silver]
[1908, LONDON, Rackets, LEAF Henry Meredith, GBR, bronze]
[1908, LONDON, Rackets, NOEL Evan Baille, GBR, bronze]
[1908, LONDON, Rackets, ASTOR John Jacob, GBR, gold]
[1908, LONDON, Rackets, PENNELL Vane Hungerford, GBR, gold]
[1908, LONDON, Rackets, BROWNING Cecil, GBR, silver]
[1908, LONDON, Rackets, BURY Edward William, GBR, silver]
[1908, LONDON, Rackets, ASTOR John Jacob, GBR, bronze]
[1908, LONDON, Rackets, BROUGHAM Henry, GBR, bronze]
[1908, LONDON, Rackets, NOEL Evan Baille, GBR, gold]
[1908, LONDON, Rackets, LEAF Henry Meredith, GBR, silver]
[1908, LONDON, Rowing, DÜSKOW Willi, GER, bronze]
[1908, LONDON, Rowing, JACKES Norman B., CAN, bronze]
[1908, LONDON, Rowing, STAHNKE Martin, GER, bronze]
[1908, LONDON, Rowing, TOMS Fred P., CAN, bronze]
[1908, LONDON, Rowing, FENNING John Reginald Keith, GBR, gold]
[1908, LONDON, Rowing, THOMSON Gordon Lindsay, GBR, gold]
[1908, LONDON, Rowing, FAIRBAIRN George Eric, GBR, silver]
[1908, LONDON, Rowing, VERDON Philip, GBR, silver]
[1908, LONDON, Rowing, BALFOUR Gordon Bruce, CAN, bronze]
[1908, LONDON, Rowing, BOYLE Richard Frederick, GBR, bronze]
[1908, LONDON, Rowing, BURN John Southerden, GBR, bronze]
[1908, LONDON, Rowing, CARVER Oswald Armitage, GBR, bronze]
[1908, LONDON, Rowing, GALE Becher Robert, CAN, bronze]
[1908, LONDON, Rowing, GOLDSMITH Henry Mills, GBR, bronze]
[1908, LONDON, Rowing, JERWOOD Frank Harold, GBR, bronze]
[1908, LONDON, Rowing, KERTLAND Douglas Edwin, CAN, bronze]
[1908, LONDON, Rowing, KITCHING Harold Edward, GBR, bronze]
[1908, LONDON, Rowing, LEWIS Walter Aiken, CAN, bronze]
[1908, LONDON, Rowing, POWELL Eric Walter, GBR, bronze]
[1908, LONDON, Rowing, RIDDY Charles, CAN, bronze]
[1908, LONDON, Rowing, ROBERTSON Irvine Geale, CAN, bronze]
[1908, LONDON, Rowing, STUART Douglas Cecil Rees, GBR, bronze]
[1908, LONDON, Rowing, TAYLOR Goeffrey Barron, CAN, bronze]
[1908, LONDON, Rowing, THOMSON Julius A., CAN, bronze]
[1908, LONDON, Rowing, WILLIAMS Edward Gordon, GBR, bronze]
[1908, LONDON, Rowing, WRIGHT Joseph George, CAN, bronze]
[1908, LONDON, Rowing, BUCKNALL Henry Cresswell, GBR, gold]
[1908, LONDON, Rowing, BURNELL Charles Desborough, GBR, gold]
[1908, LONDON, Rowing, ETHERINGTON-SMITH Raymond Broadley, GBR, gold]
[1908, LONDON, Rowing, GLADSTONE Albert Charles, GBR, gold]
[1908, LONDON, Rowing, JOHNSTONE Banner Carruthers, GBR, gold]
[1908, LONDON, Rowing, KELLY Frederick Septimus, GBR, gold]
[1908, LONDON, Rowing, MACLAGAN Gilchrist Stanley, GBR, gold]
[1908, LONDON, Rowing, NICKALLS Guy O., GBR, gold]
[1908, LONDON, Rowing, SANDERSON Ronald Harcour, GBR, gold]
[1908, LONDON, Rowing, DE SOMVILLE Oscar Charles, BEL, silver]
[1908, LONDON, Rowing, MIJS Georges, BEL, silver]
[1908, LONDON, Rowing, MORIMONT Marcel, BEL, silver]
[1908, LONDON, Rowing, ORBAN Rémy, BEL, silver]
[1908, LONDON, Rowing, POMA Rodolphe, BEL, silver]
[1908, LONDON, Rowing, TAELMAN Oscar, BEL, silver]
[1908, LONDON, Rowing, VAN LANDEGHEM Alfred, BEL, silver]
[1908, LONDON, Rowing, VEIRMAN Polydore, BEL, silver]
[1908, LONDON, Rowing, VERGUCHT François, BEL, silver]
[1908, LONDON, Rowing, CUDMORE Collier Robert, GBR, gold]
[1908, LONDON, Rowing, GILLAN James Angus, GBR, gold]
[1908, LONDON, Rowing, MACKINNON Duncan, GBR, gold]
[1908, LONDON, Rowing, SOMERS-SMITH John Robert, GBR, gold]
[1908, LONDON, Rowing, BARKER Harold Ross, GBR, silver]
[1908, LONDON, Rowing, FENNING John Reginald Keith, GBR, silver]
[1908, LONDON, Rowing, FILLEUL Philip Rowland, GBR, silver]
[1908, LONDON, Rowing, THOMSON Gordon Lindsay, GBR, silver]
[1908, LONDON, Rowing, LEVICZKY Károly, HUN, bronze]
[1908, LONDON, Rowing, VON GAZA Bernhard, GER, bronze]
[1908, LONDON, Rowing, BLACKSTAFFE Harry Thomas, GBR, gold]
[1908, LONDON, Rowing, MCCULLOCH Alexander, GBR, silver]
[1908, LONDON, Rugby, BARNETT Jumbo, ANZ, gold]
[1908, LONDON, Rugby, BEDE-SMITH Frank, ANZ, gold]
[1908, LONDON, Rugby, CARMICHAEL Philipp, ANZ, gold]
[1908, LONDON, Rugby, CARROLL Daniel Brendan, ANZ, gold]
[1908, LONDON, Rugby, CRAIG Robert R., ANZ, gold]
[1908, LONDON, Rugby, GRIFFEN Thomas, ANZ, gold]
[1908, LONDON, Rugby, HICKEY John, ANZ, gold]
[1908, LONDON, Rugby, MCARTHUR Emmanuel, ANZ, gold]
[1908, LONDON, Rugby, MCCABE Arthur J., ANZ, gold]
[1908, LONDON, Rugby, MCCUE Patrick, ANZ, gold]
[1908, LONDON, Rugby, MCKIVATT Christopher, ANZ, gold]
[1908, LONDON, Rugby, MCMURTRIE Charles, ANZ, gold]
[1908, LONDON, Rugby, MIDDLETON Albert Sidney, ANZ, gold]
[1908, LONDON, Rugby, RICHARDS Thomas, ANZ, gold]
[1908, LONDON, Rugby, RUSSELL Charles, ANZ, gold]
[1908, LONDON, Rugby, DAVEY James, GBR, silver]
[1908, LONDON, Rugby, DEAN L.F., GBR, silver]
[1908, LONDON, Rugby, JACKETT Edward John, GBR, silver]
[1908, LONDON, Rugby, JACKETT Richard, GBR, silver]
[1908, LONDON, Rugby, JONES E.J., GBR, silver]
[1908, LONDON, Rugby, JOSE J.T., GBR, silver]
[1908, LONDON, Rugby, LAWREY A., GBR, silver]
[1908, LONDON, Rugby, MARSHALL C.R., GBR, silver]
[1908, LONDON, Rugby, SOLOMON Bertram, GBR, silver]
[1908, LONDON, Rugby, SOLOMON J.C Barney, GBR, silver]
[1908, LONDON, Rugby, TREGURTHA Nicholaos, GBR, silver]
[1908, LONDON, Rugby, TREVASKIS J., GBR, silver]
[1908, LONDON, Rugby, WEDGE Thomas Greenfeld, GBR, silver]
[1908, LONDON, Rugby, WILLCOCKS A., GBR, silver]
[1908, LONDON, Rugby, WILSON Arthur James, GBR, silver]
[1908, LONDON, Sailing, ASPIN John Symington, GBR, gold]
[1908, LONDON, Sailing, BUCHANAN John, GBR, gold]
[1908, LONDON, Sailing, BUNTEN James Clark, GBR, gold]
[1908, LONDON, Sailing, DOWNES Arthur Drummond, GBR, gold]
[1908, LONDON, Sailing, DOWNES John Henry, GBR, gold]
[1908, LONDON, Sailing, DUNLOP David, GBR, gold]
[1908, LONDON, Sailing, GLEN COATS Thomas Coats, GBR, gold]
[1908, LONDON, Sailing, MACKENZIE John, GBR, gold]
[1908, LONDON, Sailing, MARTIN Albert, GBR, gold]
[1908, LONDON, Sailing, TAIT Thomas Gerald, GBR, gold]
[1908, LONDON, Sailing, ADAM John M., GBR, silver]
[1908, LONDON, Sailing, BAXTER James, GBR, silver]
[1908, LONDON, Sailing, DAVIDSON William P., GBR, silver]
[1908, LONDON, Sailing, JELLICO John F., GBR, silver]
[1908, LONDON, Sailing, KENION James G., GBR, silver]
[1908, LONDON, Sailing, LITTLEDALE Thomas A.R., GBR, silver]
[1908, LONDON, Sailing, MACIVER Cecil R., GBR, silver]
[1908, LONDON, Sailing, MACIVER Charles, GBR, silver]
[1908, LONDON, Sailing, MACLEOD-ROBERTSON Charles, GBR, silver]
[1908, LONDON, Sailing, SPENCE John F.D., GBR, silver]
[1908, LONDON, Sailing, ARTHUS Henri, FRA, bronze]
[1908, LONDON, Sailing, POTHEAU Louis, FRA, bronze]
[1908, LONDON, Sailing, RABOT Pierre, FRA, bronze]
[1908, LONDON, Sailing, CRICHTON Charles William Harry, GBR, gold]
[1908, LONDON, Sailing, LAWS Gilbert Umfreville, GBR, gold]
[1908, LONDON, Sailing, MCMEEKIN Thomas D., GBR, gold]
[1908, LONDON, Sailing, HUYBRECHTS Léon, BEL, silver]
[1908, LONDON, Sailing, HUYBRECHTS Louis, BEL, silver]
[1908, LONDON, Sailing, WEEWAUTERS Henri, BEL, silver]
[1908, LONDON, Sailing, BINGLEY Norman, GBR, gold]
[1908, LONDON, Sailing, DIXON Richard Travers, GBR, gold]
[1908, LONDON, Sailing, RIVETT-CARNAC Charles James, GBR, gold]
[1908, LONDON, Sailing, RIVETT-CARNAC Frances Clytie, GBR, gold]
[1908, LONDON, Sailing, HIMLOKE Philipp, GBR, bronze]
[1908, LONDON, Sailing, HUGHES Collingwood Alfred, GBR, bronze]
[1908, LONDON, Sailing, HUGHES Saint John Frederick, GBR, bronze]
[1908, LONDON, Sailing, RATSEY George Ernest, GBR, bronze]
[1908, LONDON, Sailing, WARD William Dudley, GBR, bronze]
[1908, LONDON, Sailing, CAMPBELL Charles Ralph, GBR, gold]
[1908, LONDON, Sailing, COCHRANE Blair Onslow, GBR, gold]
[1908, LONDON, Sailing, RHODES John Eastwood, GBR, gold]
[1908, LONDON, Sailing, SUTTON Henry Cecil, GBR, gold]
[1908, LONDON, Sailing, WOOD Arthur Nicholas Lindsay, GBR, gold]
[1908, LONDON, Sailing, HELLSTRÖM Carl Ludwig, SWE, silver]
[1908, LONDON, Sailing, SANDBERG Erik, SWE, silver]
[1908, LONDON, Sailing, THORMÄHLEN Edmund, SWE, silver]
[1908, LONDON, Sailing, WALLERIUS Eric G., SWE, silver]
[1908, LONDON, Sailing, WALLIN Harald, SWE, silver]
[1908, LONDON, Shooting, BLOOD Maurice, GBR, bronze]
[1908, LONDON, Shooting, MILNER Joshua Kearney, GBR, gold]
[1908, LONDON, Shooting, CASEY Kellog Kennon Venable, USA, silver]
[1908, LONDON, Shooting, SWAHN Oscar, SWE, bronze]
[1908, LONDON, Shooting, WINANS Walter, USA, gold]
[1908, LONDON, Shooting, RANKEN Ted, GBR, silver]
[1908, LONDON, Shooting, ROGERS Alexander Elliott, GBR, bronze]
[1908, LONDON, Shooting, SWAHN Oscar, SWE, gold]
[1908, LONDON, Shooting, RANKEN Ted, GBR, silver]
[1908, LONDON, Shooting, KNÖPPEL Arvid, SWE, gold]
[1908, LONDON, Shooting, ROSELL Ernest Oscar, SWE, gold]
[1908, LONDON, Shooting, SWAHN Alfred, SWE, gold]
[1908, LONDON, Shooting, SWAHN Oscar, SWE, gold]
[1908, LONDON, Shooting, ELLICOTT Walter, GBR, silver]
[1908, LONDON, Shooting, LANE-JOYNT William R., GBR, silver]
[1908, LONDON, Shooting, NIX Charles George Ashburn, GBR, silver]
[1908, LONDON, Shooting, RANKEN Ted, GBR, silver]
[1908, LONDON, Shooting, AMOORE Edward John, GBR, bronze]
[1908, LONDON, Shooting, STYLES William Kensett, GBR, gold]
[1908, LONDON, Shooting, HAWKINS Harold I., GBR, silver]
[1908, LONDON, Shooting, MARSDEN William B., GBR, bronze]
[1908, LONDON, Shooting, FLEMING John Francis, GBR, gold]
[1908, LONDON, Shooting, MATTHEWS Michael K., GBR, silver]
[1908, LONDON, Shooting, SAETHER Olaf, NOR, bronze]
[1908, LONDON, Shooting, HELGERUD Albert, NOR, gold]
[1908, LONDON, Shooting, SIMON Harry E., USA, silver]
[1908, LONDON, Shooting, BONNEFOY Henri, FRA, bronze]
[1908, LONDON, Shooting, COLAS Paul René, FRA, bronze]
[1908, LONDON, Shooting, LECUYER Léon, FRA, bronze]
[1908, LONDON, Shooting, REGAUD André, FRA, bronze]
[1908, LONDON, Shooting, AMOORE Edward John, GBR, gold]
[1908, LONDON, Shooting, HUMBY Harry Robinson, GBR, gold]
[1908, LONDON, Shooting, MATTHEWS Michael K., GBR, gold]
[1908, LONDON, Shooting, PIMM William Edwin, GBR, gold]
[1908, LONDON, Shooting, CARLBERG Eric, SWE, silver]
[1908, LONDON, Shooting, CARLBERG G. Vilhelm, SWE, silver]
[1908, LONDON, Shooting, SCHARTAU Frans Albert, SWE, silver]
[1908, LONDON, Shooting, VON HOLST Johan Hübner, SWE, silver]
[1908, LONDON, Shooting, GORMAN James Edward, USA, bronze]
[1908, LONDON, Shooting, VAN ASBROECK Paul, BEL, gold]
[1908, LONDON, Shooting, STORMS Réginald, BEL, silver]
[1908, LONDON, Shooting, BARNES George, GBR, bronze]
[1908, LONDON, Shooting, CARNELL Arthur Ashton, GBR, gold]
[1908, LONDON, Shooting, HUMBY Harry Robinson, GBR, silver]
[1908, LONDON, Shooting, COLES Geoffrey Horsman, GBR, bronze]
[1908, LONDON, Shooting, ELLICOTT Walter, GBR, bronze]
[1908, LONDON, Shooting, LYNCH-STAUNTON Henry George, GBR, bronze]
[1908, LONDON, Shooting, WALLINGFORD Jesse Alfred, GBR, bronze]
[1908, LONDON, Shooting, AXTELL Charles Sumner, USA, gold]
[1908, LONDON, Shooting, CALKINS Irving Romaro, USA, gold]
[1908, LONDON, Shooting, DIETZ John A., USA, gold]
[1908, LONDON, Shooting, GORMAN James Edward, USA, gold]
[1908, LONDON, Shooting, ENGLEBERT René, BEL, silver]
[1908, LONDON, Shooting, PAUMIER DU VERGIER Charles, BEL, silver]
